"PROVMUN","whichMax","Max","pcMax"
"41044","PP",2379,34.9082905355833
"41045","PSOE",1792,32.8505957836847
"41046","OTH",1353,44.0573103223706
"41047","ABS",3218,32.9240843052998
"41048","PP",853,36.8466522678186
"41049","PSOE",3194,36.1926345609065
"41050","PSOE",1805,35.3921568627451
"41051","PSOE",977,46.7687888942078
"41052","PSOE",1032,34.9830508474576
"41053","PSOE",6822,33.0107422820091
"41054","PSOE",278,39.8852223816356
"41055","ABS",5403,35.7838267434929
"41056","PSOE",1411,38.4363933533097
"41057","PSOE",115,37.7049180327869
"41058","ABS",5009,30.5762422170675
"41059","ABS",12304,39.0318180376233
"41060","ABS",4775,31.433085379501
"41061","OTH",1099,62.020316027088
"41062","PSOE",780,34.805890227577
"41063","PSOE",952,35.8839050131926
"41064","PSOE",1891,33.6237553342817
"41065","ABS",8852,38.4168040968666
"41066","OTH",704,49.5774647887324
"41067","PSOE",2126,30.173147885325
"41068","PSOE",4765,34.4590685565519
"41069","OTH",7418,26.1990534717807
"41070","ABS",1850,33.4176300578035
"41071","OTH",2163,38.5492782035288
"41072","OTH",1886,45.9215972729486
"41073","OTH",721,40.3921568627451
"41074","PSOE",1119,36.1317403939296
"41075","PP",3622,36.3144174854622
"41076","OTH",722,32.2177599286033
"41077","OTH",3949,44.8342415985468
"41078","OTH",1104,42.6254826254826
"41079","PSOE",3232,34.5890410958904
"41080","PSOE",563,44.156862745098
"41081","ABS",11710,41.8573062625107
